other_species_id,other_species_group,other_species_code,other_species_name,other_species_sensitive,other_species_np,other_species_size_min,other_species_size_max,other_species_unit,other_species_category,other_species_motivation,site_code,year,id_reporte,other_species_type,other_species_id_type,other_species_id_unit
10791,B,A311,Sylvia atricapilla,,,,,,C,,ES0000003,2023,135,p,201,
10791,B,A311,Sylvia atricapilla,,,,,,C,,ES0000004,2023,135,c,202,
10791,B,A311,Sylvia atricapilla,,,,,,C,,ES4120012,2023,135,r,62,
10799,M,1329,Plecotus austriacus,,,1.0,2.0,grids1x1,P,IV,ES0000022,2023,135,np,203,22.0
10807,F,,Aphanius baeticus,,,1.0,1.0,colonies,P,,ES0000024,2023,135,p,201,2.0
10808,I,,"Arion baeticus Garrido, Castillejo e Iglesias, 1994",,,,,,V,"A,B",ES4230014,2023,135,np,203,
10809,I,,Dinodes baeticus Rambur 1837,,,,,,P,D,ES6140004,2023,135,np,203,
10810,I,,"Nebrioporus baeticus (Schaum, 1864)",,,,,,P,B,ES6200005,2023,135,np,203,
10818,I,,"Pseudolucanus barbarossa Fabricius, 1801",,,,,,P,D,ES4320039,2023,135,np,203,
10819,M,,"Lemniscomys barbarus (Linnaeus, 1766)",,,,,,R,B,ES0000197,2023,135,np,203,
10820,M,,Barbastella barbastellus,,,1.0,2.0,i,,,ES0000149,2023,135,c,202,36.0
10820,M,,Barbastella barbastellus,,,1.0,3.0,grids1x1,V,,ES5120014,2023,135,p,201,22.0
10820,M,,Barbastella barbastellus,,,,,i,V,"A,IV",ES6140002,2023,135,np,203,36.0
10820,M,,Barbastella barbastellus,,,,,,C,,ES0000164,2023,135,r,62,
10820,M,,Barbastella barbastellus,,,,,,,,ES5310023,2023,135,pd,204,
10820,M,1308,Barbastella barbastellus,,,,,,P,,ES0000021,2023,135,p,201,
10820,M,1308,Barbastella barbastellus,,,,,,V,,ES0000370,2023,135,r,62,
10823,B,,"Pycnonotus barbatus (Desfontaines, 1789)",,,,,,C,C,ES6310001,2023,135,np,203,
10826,M,,Myotis bechsteinii,,,1.0,1.0,grids10x10,P,,ES5110005,2023,135,p,201,47.0
10826,M,,Myotis bechsteinii,,,60.0,60.0,i,,,ES4320039,2023,135,r,62,36.0
10826,M,1323,Myotis bechsteinii,,,90.0,90.0,i,,,ES0000370,2023,135,r,62,36.0
10826,M,1323,Myotis bechsteinii,,,,,,P,,ES0000198,2023,135,p,201,
10827,R,1272,Chalcides bedriagai,,,-1.0,,i,,"A,B,D,IV",ES0000180,2023,135,np,203,36.0
10829,I,,"Ozyptila bejarana Urones, 1998",,,,,,V,"A,B",ES4150101,2023,135,np,203,
10833,I,,"Myrmoxenus bernardi (Espadaler, 1982)",,,,,,R,"A,B",ES4110002,2023,135,np,203,
10839,B,A323,Panurus biarmicus,,,,,,P,D,ES0000133,2023,135,np,203,
10846,I,,"Leuctra bidula Aubert, 1962",,,,,,R,B,ES6170016,2023,135,np,203,
10852,R,5179,Lacerta bilineata,,,1.0,1.0,grids1x1,P,IV,ES5120007,2023,135,np,203,22.0
10866,M,,Myotis blythii,,1.0,,,,,,ES0000146,2023,135,p,201,
10866,M,,Myotis blythii,,,1.0,1.0,i,,,ES4310009,2023,135,r,62,36.0
10866,M,,Myotis blythii,,,561.0,,i,C,,ES6170006,2023,135,w,63,36.0
10866,M,1307,Myotis blythii,,,200.0,400.0,i,,,ES0000454,2023,135,r,62,36.0
10866,M,1307,Myotis blythii,,,,,,P,,ES0000086,2023,135,p,201,
10866,M,1307,Myotis blythii,,,,,,V,,ES0000370,2023,135,w,63,
10866,M,1307,Myotis blythii,,,,,,V,,ES0000434,2023,135,c,202,
10868,F,5281,Luciobarbus bocagei,,,,,,C,A,ES0000368,2023,135,np,203,
10869,R,,"Podarcis bocagei (Seoane, 1884)",,,,,,P,B,ES0000176,2023,135,np,203,
10883,R,1235,Chamaeleo chamaeleon,,,,,,C,"A,C,D,IV",ES0000175,2023,135,np,203,
10890,B,A378,Emberiza cia,,,11.0,50.0,i,R,C,ES6310001,2023,135,np,203,36.0
10893,I,,"Pyrgus cinarae (Rambur, 1839)",,,,,,V,A,ES4110097,2023,135,np,203,
10898,B,A261,Motacilla cinerea,,,11.0,50.0,i,,C,ES6310001,2023,135,np,203,36.0
10898,B,A261,Motacilla cinerea,,,,,,C,,ES0000003,2023,135,p,201,
10898,B,A261,Motacilla cinerea,,,,,,R,,ES0000201,2023,135,w,63,
10899,I,,"Vibertiola cinerea (Horváth, 1907)",,,,,,P,D,ES5110024,2023,135,np,203,
10901,R,,"Blanus cinereus (Vandelli, 1797)",,,,,,C,"C,D",ES0000013,2023,135,np,203,
10904,I,,Cucujus cinnaberinus,,1.0,,,,V,,ES1200002,2023,135,p,201,
10907,B,A377,Emberiza cirlus,,,11.0,50.0,i,R,C,ES6310001,2023,135,np,203,36.0
10909,A,1192,Alytes cisternasii,,,16.0,19.0,grids10x10,,"B,IV",ES0000056,2023,135,np,203,47.0
10911,B,A376,Emberiza citrinella,,,50.0,150.0,i,R,D,ES2110024,2023,135,np,203,36.0
10911,B,A376,Emberiza citrinella,,,,,,C,,ES0000003,2023,135,p,201,
10911,B,A376,Emberiza citrinella,,,,,,R,,ES0000007,2023,135,w,63,
10913,R,,"Macroprotodon brevis (Günther, 1862)",,,,,,P,"C,D",ES0000013,2023,135,np,203,
10925,I,,"Coenagrion caerulescens (Fonsbolombe, 1838)",,,,,,P,A,ES4320038,2023,135,np,203,
10938,B,A383,Emberiza calandra,,,11.0,50.0,i,,D,ES6310001,2023,135,np,203,36.0
10939,F,,Cobitis calderoni,,,1.0,1.0,grids10x10,P,,ES5130003,2023,135,p,201,47.0
10941,I,1094,Macrothele calpeiana,,,,,,R,C,ES6310001,2023,135,np,203,
10952,B,A212,Cuculus canorus,,,1.0,5.0,i,,D,ES0000328,2023,135,np,203,36.0
10952,B,A212,Cuculus canorus,,,,,,C,,ES0000003,2023,135,r,62,
10958,M,,Myotis capaccinii,,,1.0,1.0,grids10x10,P,,ES5110005,2023,135,p,201,47.0
10958,M,,Myotis capaccinii,,,3.0,,i,R,,ES0000049,2023,135,r,62,36.0
10958,M,,Myotis capaccinii,,,36.0,,i,R,,ES6140002,2023,135,c,202,36.0
10958,M,1316,Myotis capaccinii,,,50.0,50.0,i,,,ES0000454,2023,135,r,62,36.0
10958,M,1316,Myotis capaccinii,,,,,,P,,ES0000038,2023,135,p,201,
10961,M,,"Capreolus capreolus (Linnaeus, 1758)",,,250.0,500.0,i,,D,ES0000315,2023,135,np,203,36.0
10968,R,,"Podarcis carbonelli Pérez-Mellado, 1981",,,,,,C,B,ES4150032,2023,135,np,203,
10969,B,A364,Carduelis carduelis,,,11.0,50.0,i,C,C,ES0000197,2023,135,np,203,36.0
10969,B,A364,Carduelis carduelis,,,,,,C,,ES0000003,2023,135,p,201,
10970,R,,Caretta caretta,,,1.0,1.0,grids10x10,P,,ES5120016,2023,135,p,201,47.0
10970,R,,Caretta caretta,,,10000.0,10000.0,i,,,ESZZ12004,2023,135,c,202,36.0
10970,R,,Caretta caretta,,,,,,C,,ES0000242,2023,135,w,63,
10970,R,1224,Caretta caretta,,,10.0,20.0,i,,,ES0000121,2023,135,c,202,36.0
10970,R,1224,Caretta caretta,,,,,,C,,ES0000081,2023,135,w,63,
10974,I,,"Zygaena carniolica (Scopoli, 1763)",,,,,,V,D,ES4230014,2023,135,np,203,
10982,P,,"Orthotrichum casasianum F. Lara, Garilleti & Mazimpaka",,,,,,V,"A,D",ES2110006,2023,135,np,203,
10988,M,,"Lepus castroviejoi Palacios, 1977",,,,,,C,B,ES0000054,2023,135,np,203,
10990,I,,Eriogaster catax,,,1.0,1.0,grids10x10,P,,ES0000018,2023,135,p,201,47.0
10990,I,1074,Eriogaster catax,,,2.0,,localities,,,ES0000481,2023,135,p,201,35.0
10993,B,A324,Aegithalos caudatus,,,,,,C,A,ES0000173,2023,135,np,203,
11002,I,,Lucanus cervus,,,1.0,1.0,grids10x10,P,,ES0000018,2023,135,p,201,47.0
11002,I,1083,Lucanus cervus,,,3.0,3.0,grids10x10,,,ES0000370,2023,135,p,201,47.0
11003,B,A288,Cettia cetti,,,25.0,50.0,p,,C,ES0000226,2023,135,np,203,34.0
11008,I,1067,Lopinga achine,,,,,,V,"A,C,IV",ES0000244,2023,135,np,203,
11009,F,,"Gasterosteus aculeatus Linnaeus, 1758",,,,11.0,i,P,D,ES2120018,2023,135,np,203,36.0
11013,I,,"Platycnemis acutipennis Selys, 1841",,,,,,P,A,ES0000014,2023,135,np,203,
11027,I,,"Melitaea aetherie (Hübner, 1826)",,,,,,P,D,ES0000327,2023,135,np,203,
11032,I,,"Aeshna affinis Vander Linden, 1820",,,,,,P,D,ES2110019,2023,135,np,203,
11034,R,1261,Lacerta agilis,,,1.0,3.0,grids1x1,R,"D,IV",ES5120002,2023,135,np,203,22.0
11045,B,A373,Coccothraustes coccothraustes,,,10.0,99.0,i,P,"A,C",ES0000053,2023,135,np,203,36.0
11045,B,A373,Coccothraustes coccothraustes,,,,,,C,,ES0000118,2023,135,p,201,
11056,B,A572,"Phylloscopus collybita (sensu stricto [excluding canariensis, ibericus and tristis])",,,1.0,10.0,p,,D,ES0000138,2023,135,np,203,34.0
11056,B,A572,"Phylloscopus collybita (sensu stricto [excluding canariensis, ibericus and tristis])",,,51.0,100.0,i,,,ES0000410,2023,135,w,63,36.0
11056,B,A572,"Phylloscopus collybita (sensu stricto [excluding canariensis, ibericus and tristis])",,,500.0,600.0,i,,,ES4320039,2023,135,r,62,36.0
11056,B,A572,"Phylloscopus collybita (sensu stricto [excluding canariensis, ibericus and tristis])",,,,,,C,,ES0000069,2023,135,c,202,
11056,B,A572,"Phylloscopus collybita (sensu stricto [excluding canariensis, ibericus and tristis])",,,,,,R,,ES0000010,2023,135,p,201,
11058,R,,"Chalcides colosii Lanza, 1957",,,,,,C,B,ES0000197,2023,135,np,203,
11060,F,,Luciobarbus comizo,,1.0,,,,,,ES0000013,2023,135,p,201,
11060,F,6168,Luciobarbus comizo,,1.0,,,,,,ES0000435,2023,135,p,201,
11062,B,A309,Sylvia communis,,1.0,,,,V,D,ES0000014,2023,135,np,203,
11062,B,A309,Sylvia communis,,,,,,C,,ES0000003,2023,135,r,62,
11075,B,A350,Corvus corax,,,1.0,1.0,p,,D,ES0000001,2023,135,np,203,34.0
11083,I,,"Sphaerium corneum (Linnaeus, 1758)",,,,,,P,D,ES4240007,2023,135,np,203,
11084,I,,"Amorphocephala coronata (Germar, 1817)",,,,,,V,A,ES4110115,2023,135,np,203,
11086,B,A349,Corvus corone (sensu lato [including cornix]),,,3.0,3.0,grids1x1,,D,ES0000022,2023,135,np,203,22.0
11093,I,,"Pyrenaearia cotiellae (Fagot, 1906)",,,-1.0,,i,,"B,D",ES0000149,2023,135,np,203,36.0
11100,M,1344,Hystrix cristata,,,,,,R,B,ES6310001,2023,135,np,203,
11108,A,1198,Pelobates cultripes,,1.0,,,,P,"A,D,IV",ES2110018,2023,135,np,203,
11109,M,,"Oryctolagus cuniculus (Linnaeus, 1758)",,,,,,C,D,ES6310001,2023,135,np,203,
11115,I,1041,Oxygastra curtisii,,,1.0,1.0,grids1x1,,,ES0000176,2023,135,p,201,22.0
11121,I,,"Anodonta cygnea (Linnaeus, 1758)",,,,,,P,A,ES0000014,2023,135,np,203,
11124,I,,"Pyrenaearia daanidentata Raven, 1988",,,,,,V,"A,B",ES0000003,2023,135,np,203,
11128,A,1209,Rana dalmatina,,,283.0,283.0,i,C,"C,D,IV",ES2110014,2023,135,np,203,36.0
11129,M,,"Dama dama (Linnaeus, 1758)",,,,,,C,D,ES1200043,2023,135,np,203,
11130,I,,"Furcopenis darioi Castillejo & Wiktor, 1983",,,,,,R,"A,B",ES0000210,2023,135,np,203,
11131,M,1314,Myotis daubentonii,,,1.0,1.0,i,V,"C,D,IV",ES2110014,2023,135,np,203,36.0
11132,B,,"Cecropis daurica (Laxmann, 1769)",,,,,,,D,ES0000234,2023,135,np,203,
11132,B,A479,Cecropis daurica,,1.0,1.0,5.0,p,,D,ES0000282,2023,135,np,203,34.0
11132,B,A479,Cecropis daurica,,,1.0,10.0,p,,,ES0000327,2023,135,r,62,34.0
11132,B,A479,Cecropis daurica,,,,,,C,,ES4310042,2023,135,c,202,
11135,B,A209,Streptopelia decaocto,,,,,,C,C,ES0000145,2023,135,np,203,
11138,I,,"Gyrinus dejeani Brullé, 1832",,,,,,P,B,ES6320001,2023,135,np,203,
11139,I,,"Hyphoraia dejeani (Godart, 1822)",,,,,,P,B,ES4230014,2023,135,np,203,
11158,A,6906,Alytes dickhilleni,,,1.0,2.0,p,P,"A,B,D",ES6110003,2023,135,np,203,34.0
11176,B,A620,Passer domesticus (sensu stricto [excluding italiae]),,,101.0,250.0,i,,D,ES0000197,2023,135,np,203,36.0
11183,F,,Pseudochondrostoma duriense,,,,,,P,,ES1130009,2023,135,p,201,
11183,F,5296,Pseudochondrostoma duriense,,,,,,P,,ES0000085,2023,135,c,202,
11183,F,5296,Pseudochondrostoma duriense,,,,,,P,,ES0000375,2023,135,p,201,
11185,I,,"Formica dusmeti Emery, 1909",,,,,,R,"A,B",ES4160109,2023,135,np,203,
11186,I,,"Mallota dusmeti Andréu, 1926",,,,,,R,A,ES4150100,2023,135,np,203,
11187,I,,"Acilius duvergeri Gobert, 1874",,,,,,V,A,ES4190105,2023,135,np,203,
11195,M,,"Cervus elaphus Linnaeus, 1758",,,500.0,1000.0,i,,D,ES0000315,2023,135,np,203,36.0
11205,I,,"Canariola emarginata Newman, 1964",,,,,,P,"B,D",ES0000035,2023,135,np,203,
11206,M,,Myotis emarginatus,,1.0,,,,,,ES0000164,2023,135,p,201,
11206,M,,Myotis emarginatus,,,5.0,5.0,i,,,ES4320039,2023,135,w,63,36.0
11206,M,,Myotis emarginatus,,,25.0,25.0,i,R,,ES6160007,2023,135,r,62,36.0
11206,M,1321,Myotis emarginatus,,,10.0,10.0,i,,,ES0000469,2023,135,r,62,36.0
11206,M,1321,Myotis emarginatus,,,,,,P,,ES0000038,2023,135,p,201,
11206,M,1321,Myotis emarginatus,,,,,,V,,ES0000370,2023,135,w,63,
11210,I,,"Erebia epistygne (Hübner, 1819)",,,,,,P,D,ES4230013,2023,135,np,203,
11211,B,A232,Upupa epops,,,,,,P,,ES0000310,2023,135,p,201,
11213,I,,Osmoderma eremita,,,1.0,1.0,grids10x10,P,,ES5130004,2023,135,p,201,47.0
11214,M,,"Mustela erminea Linnaeus, 1758",,,,,,P,A,ES0000085,2023,135,np,203,
11220,R,,"Acanthodactylus erythrurus (Schinz, 1833)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
11223,M,,"Suncus etruscus (Savi, 1822)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
11226,B,A332,Sitta europaea,,,,,,C,"C,D",ES0000168,2023,135,np,203,
11227,M,,"Erinaceus europaeus Linnaeus, 1758",,,,,,C,D,ES0000013,2023,135,np,203,
11230,M,,Rhinolophus euryale,,1.0,,,,,,ES0000022,2023,135,p,201,
11230,M,,Rhinolophus euryale,,,2.0,2.0,i,P,,ES0000031,2023,135,r,62,36.0
11230,M,,Rhinolophus euryale,,,8.0,8.0,i,,,ES4310009,2023,135,c,202,36.0
11230,M,,Rhinolophus euryale,,,40.0,50.0,i,,,ES4320039,2023,135,w,63,36.0
11230,M,1305,Rhinolophus euryale,,,1.0,,grids10x10,,,ES0000368,2023,135,p,201,47.0
11230,M,1305,Rhinolophus euryale,,,1.0,,grids10x10,,,ES0000368,2023,135,w,63,47.0
11230,M,1305,Rhinolophus euryale,,,150.0,150.0,i,,,ES0000469,2023,135,r,62,36.0
11230,M,1305,Rhinolophus euryale,,,,,,R,,ES0000434,2023,135,c,202,
11249,F,,Alosa fallax,,,4.0,4.0,grids10x10,P,,ES0000020,2023,135,p,201,47.0
11249,F,1103,Alosa fallax,,1.0,,,,P,,ES0000393,2023,135,p,201,
11249,F,1103,Alosa fallax,,,,,,P,,ES0000085,2023,135,c,202,
11250,B,A334,Certhia familiaris,,,,,,P,"C,D",ES0000016,2023,135,np,203,
11256,I,,"Omocestus femoralis Bolivar, 1908",,,,,,P,B,ES0000173,2023,135,np,203,
11264,M,,Rhinolophus ferrumequinum,,,1.0,1.0,grids10x10,P,,ES5110004,2023,135,p,201,47.0
11264,M,,Rhinolophus ferrumequinum,,,1.0,5.0,i,,,ES4240015,2023,135,w,63,36.0
11264,M,,Rhinolophus ferrumequinum,,,2.0,,i,P,,ES6140002,2023,135,c,202,36.0
11264,M,,Rhinolophus ferrumequinum,,,3.0,,i,P,,ES6140002,2023,135,r,62,36.0
11264,M,,Rhinolophus ferrumequinum,,,,,,V,,ES5310024,2023,135,pd,204,
11264,M,1304,Rhinolophus ferrumequinum,,,1.0,,grids10x10,,,ES0000368,2023,135,p,201,47.0
11264,M,1304,Rhinolophus ferrumequinum,,,5.0,5.0,i,,,ES0000454,2023,135,c,202,36.0
11264,M,1304,Rhinolophus ferrumequinum,,,30.0,30.0,i,,,ES0000468,2023,135,r,62,36.0
11264,M,1304,Rhinolophus ferrumequinum,,,450.0,450.0,i,,,ES0000370,2023,135,w,63,36.0
11266,I,,"Spathogyna fezi (Altimira, 1960)",,,,,,V,"A,B,D",ES4230013,2023,135,np,203,
11275,I,,"Sympetrum flaveolum (Linnaeus, 1758)",,,,,,C,A,ES0000210,2023,135,np,203,
11287,F,,"Salaria fluviatilis (Asso, 1801)",,,1.0,1.0,colonies,P,"A,D",ES6130012,2023,135,np,203,2.0
11289,M,,"Martes foina (Erxleben, 1777)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
11301,R,,"Anguis fragilis Linnaeus, 1758",,,,,,P,A,ES0000001,2023,135,np,203,
11307,B,A348,Corvus frugilegus,,1.0,,,,,,ES0000208,2023,135,w,63,
11307,B,A348,Corvus frugilegus,,,,,,P,"A,C",ES4250013,2023,135,np,203,
11327,B,A268,Cercotrichas galactotes,,,1.0,1.0,p,,D,ES0000460,2023,135,np,203,34.0
11332,A,,Discoglossus galganoi,1.0,1.0,,,,,,ES2110019,2023,135,p,201,
11332,A,1194,Discoglossus galganoi,,,1.0,1.0,grids1x1,,,ES0000370,2023,135,p,201,22.0
11333,I,,Carabus galicianus Gory 1839,,,,,,R,"A,B",ES0000210,2023,135,np,203,
11334,I,,"Furcopenis gallaeciensis Castillejo & Wiktor, 1983",,,,,,R,"A,B",ES0000210,2023,135,np,203,
11337,B,A153,Gallinago gallinago,,,,,,R,,ES0000097,2023,135,c,202,
11337,B,A153,Gallinago gallinago,,,,,,R,,ES0000097,2023,135,w,63,
11350,M,1360,Genetta genetta,,,1.0,1.0,grids10x10,P,V,ES5130001,2023,135,np,203,47.0
11355,I,,"Bombus gerstaeckeri Morawitz,1881",,,,,,V,A,ES4130003,2023,135,np,203,
11359,I,,"Carabus ghilianii La Ferté-Sénectére, 1874",,,,,,C,"A,B",ES4160109,2023,135,np,203,
11362,R,,"Coronella girondica (Daudin, 1803)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
11364,B,,Bucanetes githagineus subsp. amantum,,,,,,P,D,ES0000047,2023,135,np,203,
11366,I,,"Ochthebius glaber Montes & Soler, 1988",,,,,,V,"A,B",ES4230013,2023,135,np,203,
11368,B,A342,Garrulus glandarius,,,7.0,7.0,grids1x1,,D,ES0000022,2023,135,np,203,22.0
11369,B,A211,Clamator glandarius,,,1.0,5.0,i,,D,ES0000369,2023,135,np,203,36.0
11369,B,A211,Clamator glandarius,,,,,,R,,ES0000010,2023,135,r,62,
11372,M,,"Glis glis Linnaeus, 1766",,,,,,P,A,ES1110003,2023,135,np,203,
11378,I,,Polyommatus golgus,,,,,,P,"A,C,D",ES0000035,2023,135,np,203,
11378,I,,Polyommatus golgus,,,,,,P,,ES6140004,2023,135,p,201,
11384,B,A345,Pyrrhocorax graculus,,,1.0,2.0,p,,D,ES5130010,2023,135,np,203,34.0
11385,R,,Testudo graeca,,,,,,P,,ES0000024,2023,135,p,201,
11385,R,1219,Testudo graeca,,,,,,P,,ES0000261,2023,135,p,201,
11386,I,,"Allognathus graellsianus (Pfeiffer, 1853)",,,,,,,B,ES0000073,2023,135,np,203,
11388,F,5283,Luciobarbus graellsii,,,5.0,5.0,grids10x10,P,V,ES0000020,2023,135,np,203,47.0
11389,M,,"Sorex granarius Miller, 1910",,,,,,P,A,ES1140001,2023,135,np,203,
11398,I,,Gomphus graslinii,,,1.0,1.0,grids10x10,P,,ES5140011,2023,135,p,201,47.0
11398,I,1046,Gomphus graslinii,,,,,,P,,ES0000368,2023,135,p,201,
11408,F,5284,Luciobarbus guiraonis,,,,,,C,"A,B,V",ES4230013,2023,135,np,203,
11415,F,5262,Barbus haasi,,,1.0,1.0,grids10x10,P,V,ES5110020,2023,135,np,203,47.0
11418,I,,"Calopteryx haemorrhoidalis (Vander Linden, 1825)",,,,,,P,A,ES0000014,2023,135,np,203,
11434,R,,Testudo hermanni,,1.0,,,,,,ES5140009,2023,135,p,201,
11434,R,,Testudo hermanni,,,501.0,1000.0,p,,,ES0000234,2023,135,r,62,34.0
11434,R,1217,Testudo hermanni,,,,,,C,,ES0000081,2023,135,p,201,
11448,R,5668,Hemorrhois hippocrepis,,,2.0,19.0,grids1x1,P,IV,ES5120017,2023,135,np,203,22.0
11451,M,,Rhinolophus hipposideros,,,1.0,1.0,grids10x10,P,,ES5110012,2023,135,p,201,47.0
11451,M,,Rhinolophus hipposideros,,,1.0,5.0,i,,,ES0000090,2023,135,w,63,36.0
11451,M,,Rhinolophus hipposideros,,,1.0,,i,P,,ES0000031,2023,135,r,62,36.0
11451,M,,Rhinolophus hipposideros,,,1.0,,i,P,,ES6140002,2023,135,c,202,36.0
11451,M,,Rhinolophus hipposideros,,,,,,V,,ES5310024,2023,135,pd,204,
11451,M,1303,Rhinolophus hipposideros,,,2.0,2.0,i,,,ES0000144,2023,135,p,201,36.0
11451,M,1303,Rhinolophus hipposideros,,,10.0,10.0,i,,,ES0000454,2023,135,c,202,36.0
11451,M,1303,Rhinolophus hipposideros,,,20.0,20.0,i,,,ES0000468,2023,135,r,62,36.0
11451,M,1303,Rhinolophus hipposideros,,,,,,R,,ES0000014,2023,135,w,63,
11454,F,,Anaecypris hispanica,,,1.0,1.0,grids1x1,,,ES4310004,2023,135,p,201,22.0
11454,F,,Anaecypris hispanica,,,,,,P,,ES0000051,2023,135,c,202,
11454,F,1133,Anaecypris hispanica,,,24.0,24.0,grids1x1,,,ES0000325,2023,135,p,201,22.0
11455,F,,Valencia hispanica,,,2.0,2.0,grids1x1,R,,ES0000020,2023,135,p,201,22.0
11455,F,1153,Valencia hispanica,,,,,,R,,ES0000467,2023,135,p,201,
11456,R,,"Podarcis hispanica (Steindachner, 1870)",,,,,,C,B,ES0000197,2023,135,np,203,
11461,R,,"Psammodromus hispanicus Fitzinger, 1826",,,,,,C,"B,C,D",ES4240018,2023,135,np,203,
11463,I,,"Arion hispanicus Simroth, 1886",,,,,,P,"A,B",ES4250001,2023,135,np,203,
11470,B,A355,Passer hispaniolensis,,,,,,C,D,ES0000168,2023,135,np,203,
11471,F,,Cottus hispaniolensis,,,1.0,2.0,grids1x1,P,,ES0000022,2023,135,p,201,22.0
11474,B,A570,Sylvia hortensis (sensu stricto [excluding crassirostris]),,,101.0,250.0,i,,,ES0000069,2023,135,r,62,36.0
11474,B,A570,Sylvia hortensis (sensu stricto [excluding crassirostris]),,,,,,C,"C,D",ES0000090,2023,135,np,203,
11483,B,A322,Ficedula hypoleuca,,,,,,C,C,ES0000037,2023,135,np,203,
11483,B,A322,Ficedula hypoleuca,,,,,,C,,ES0000004,2023,135,c,202,
11483,B,A322,Ficedula hypoleuca,,,,,,C,,ES0000010,2023,135,r,62,
11485,A,1216,Rana iberica,,,1.0,5.0,grids10x10,,D,ES0000056,2023,135,np,203,47.0
11486,I,,"Anthypna iberica Drioli, 1980",,,,,,V,"A,B",ES4150107,2023,135,np,203,
11489,B,A618,Phylloscopus ibericus,,,11.0,50.0,i,,D,ES0000370,2023,135,np,203,36.0
11489,B,A618,Phylloscopus ibericus,,,,,,C,,ES0000003,2023,135,r,62,
11489,B,A618,Phylloscopus ibericus,,,,,,R,,ES0000004,2023,135,c,202,
11490,A,,"Pelodytes ibericus Sánchez-Herráiz, Barbadillo, Machordom & Sanchiz, 2000",,,,,,P,A,ES4310004,2023,135,np,203,
11495,F,,Aphanius iberus,,,1.0,1.0,colonies,P,,ES0000048,2023,135,p,201,2.0
11495,F,,Aphanius iberus,,,1.0,1.0,colonies,P,,ES0000048,2023,135,r,62,2.0
11495,F,1151,Aphanius iberus,,,2.0,3.0,length,,,ES0000195,2023,135,p,201,45.0
11497,M,1359,Herpestes ichneumon,,,,,,C,"A,V",ES6120006,2023,135,np,203,
11499,B,A318,Regulus ignicapilla,,,101.0,250.0,i,,D,ES0000356,2023,135,np,203,36.0
11499,B,A318,Regulus ignicapilla,,,,,,C,,ES0000003,2023,135,p,201,
11499,B,A318,Regulus ignicapilla,,,,,,C,,ES0000202,2023,135,w,63,
11499,B,A318,Regulus ignicapilla,,,,,,R,,ES0000004,2023,135,c,202,
11500,I,,"Zygaena ignifera Korb, 1897",,,,,,P,"A,B,D",ES4210008,2023,135,np,203,
11511,I,,"Hygrotus inaequalis (Fabricius, 1777)",,,,,,P,D,ES0000034,2023,135,np,203,
11514,I,,"Bombus inexspectatus (Tkalcu,1963)",,,,,,V,A,ES0000210,2023,135,np,203,
11524,I,,"Ochthebius irenae Ribera & Millán, 1998",,,,,,P,B,ES4210017,2023,135,np,203,
11542,I,,"Aeshna juncea (Linnaeus, 1758)",,,,,,P,A,ES4320038,2023,135,np,203,
11543,B,A289,Cisticola juncidis,,,50.0,75.0,p,,C,ES0000226,2023,135,np,203,34.0
11550,M,2016,Pipistrellus kuhlii,,,1.0,1.0,grids1x1,P,IV,ES5130018,2023,135,np,203,22.0
11563,F,,"Squalius laietanus Doadrio, Kottelat & Sostoa, 2007",,,,,,C,A,ES0000298,2023,135,np,203,
11566,M,1328,Nyctalus lasiopterus,,,-1.0,,i,,"A,C",ES0000149,2023,135,np,203,36.0
11567,R,,"Vipera latastei Boscá, 1878",,,,,,C,C,ES4230013,2023,135,np,203,
11569,I,,"Artimelia latreillei (Godart, [1823] 1822)",,,,,,R,"A,B",ES0000003,2023,135,np,203,
11573,M,1331,Nyctalus leisleri,,,1.0,6.0,grids1x1,P,IV,ES0000018,2023,135,np,203,22.0
11576,F,,Iberochondrostoma lemmingii,,,10.0,113.0,grids1x1,R,,ES4250005,2023,135,p,201,22.0
11576,F,5926,Iberochondrostoma lemmingii,,1.0,,,,P,,ES0000324,2023,135,p,201,
11582,R,,"Timon lepidus (Daudin, 1802)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
11585,R,,Mauremys leprosa,,1.0,,,,,,ES4230014,2023,135,p,201,
11585,R,,Mauremys leprosa,,,,,,P,,ES0000033,2023,135,c,202,
11585,R,1221,Mauremys leprosa,1.0,,,1.0,i,R,,ES0000144,2023,135,p,201,36.0
11596,R,,Podarcis lilfordi,,,57582.0,57582.0,i,,,ES0000236,2023,135,p,201,36.0
11596,R,1265,Podarcis lilfordi,,,101.0,250.0,i,,,ES0000073,2023,135,p,201,36.0
11604,R,,"Podarcis liolepis (Boulenger, 1905)",,,,,,C,"B,C,D",ES4230013,2023,135,np,203,
11606,I,,"Potomida littoralis (Cuvier, 1798)",,,,,,P,A,ES6130012,2023,135,np,203,
11608,B,A206,Columba livia,,,,,,C,A,ES0000145,2023,135,np,203,
11616,R,6091,Zamenis longissimus,,,,,,P,"C,D,IV",ES0000144,2023,135,np,203,
11618,F,,"Gobio lozanoi Doadrio & Madeira, 2004",,,,,,C,D,ES2200014,2023,135,np,203,
